date,name,point
0,2018-07-01,당갈,9.6
1,2018-07-01,아일라,9.55
2,2018-07-01,허스토리,9.55
3,2018-07-01,마지막 황제,9.23
4,2018-07-01,킹 오브 프리즘 프라이드 더 히어로,9.22
5,2018-07-01,사랑과 영혼,9.17
6,2018-07-01,댄서,9.11
7,2018-07-01,아바타,9.07
8,2018-07-01,개들의 섬,9.03
9,2018-07-01,아이 필 프리티,9.02
10,2018-07-01,바그다드 카페 : 디렉터스컷,9.01
11,2018-07-01,피터 래빗,8.97
12,2018-07-01,어벤져스: 인피니티 워,8.97
13,2018-07-01,미드나잇 선,8.95
14,2018-07-01,소공녀,8.86
15,2018-07-01,"스탠바이, 웬디",8.84
16,2018-07-01,아무도 모른다,8.83
17,2018-07-01,그렇게 아버지가 된다,8.83
18,2018-07-01,데드풀 2,8.77
19,2018-07-01,"부르고뉴, 와인에서 찾은 인생",8.74
20,2018-07-01,바닷마을 다이어리,8.74
21,2018-07-01,탐정: 리턴즈,8.67
22,2018-07-01,걸어도 걸어도,8.66
23,2018-07-01,진짜로 일어날지도 몰라 기적,8.64
24,2018-07-01,태풍이 지나가고,8.61
25,2018-07-01,시카리오: 데이 오브 솔다도,8.58
26,2018-07-01,"색, 계",8.52
27,2018-07-01,팬텀 스레드,8.44
28,2018-07-01,최강전사 미니특공대 : 영웅의 탄생,8.41
29,2018-07-01,셰이프 오브 워터: 사랑의 모양,8.39
30,2018-07-01,쥬라기 월드: 폴른 킹덤,8.2
31,2018-07-01,마녀,8.19
32,2018-07-01,나의 산티아고,8.13
33,2018-07-01,진주 귀걸이를 한 소녀,8.12
34,2018-07-01,환상의 빛,8.01
35,2018-07-01,극장판 포켓몬스터DP - 디아루가 VS 펄기아 VS 다크라이,7.99
36,2018-07-01,파리로 가는 길,7.91
37,2018-07-01,오션스8,7.9
38,2018-07-01,세 번째 살인,7.79
39,2018-07-01,독전,7.75
40,2018-07-01,최강전사 미니특공대 : 새로운 악당의 습격,7.56
41,2018-07-01,콜 미 바이 유어 네임,7.51
42,2018-07-01,트루스 오어 데어,7.42
43,2018-07-01,유전,7.25
44,2018-07-01,여중생A,7.07
45,2018-07-01,버닝,6.67
46,2018-07-01,게이트,3.75
47,2018-07-02,허스토리,9.52
48,2018-07-02,아일라,9.5
49,2018-07-02,마지막 황제,9.23
50,2018-07-02,킹 오브 프리즘 프라이드 더 히어로,9.22
51,2018-07-02,사랑과 영혼,9.17
52,2018-07-02,댄서,9.11
53,2018-07-02,개들의 섬,9.04
54,2018-07-02,바그다드 카페 : 디렉터스컷,9.01
55,2018-07-02,아이 필 프리티,9.01
56,2018-07-02,피터 래빗,8.97
57,2018-07-02,어벤져스: 인피니티 워,8.96
58,2018-07-02,미드나잇 선,8.94
59,2018-07-02,소공녀,8.86
60,2018-07-02,"스탠바이, 웬디",8.84
61,2018-07-02,아무도 모른다,8.83
62,2018-07-02,그렇게 아버지가 된다,8.83
63,2018-07-02,데드풀 2,8.77
64,2018-07-02,바닷마을 다이어리,8.74
65,2018-07-02,걸어도 걸어도,8.66
66,2018-07-02,탐정: 리턴즈,8.65
67,2018-07-02,진짜로 일어날지도 몰라 기적,8.64
68,2018-07-02,태풍이 지나가고,8.61
69,2018-07-02,시카리오: 데이 오브 솔다도,8.54
70,2018-07-02,"색, 계",8.52
71,2018-07-02,팬텀 스레드,8.41
72,2018-07-02,최강전사 미니특공대 : 영웅의 탄생,8.41
73,2018-07-02,셰이프 오브 워터: 사랑의 모양,8.39
74,2018-07-02,쥬라기 월드: 폴른 킹덤,8.2
75,2018-07-02,마녀,8.15
76,2018-07-02,나의 산티아고,8.13
77,2018-07-02,진주 귀걸이를 한 소녀,8.12
78,2018-07-02,환상의 빛,8.01
79,2018-07-02,극장판 포켓몬스터DP - 디아루가 VS 펄기아 VS 다크라이,8.0
80,2018-07-02,파리로 가는 길,7.91
81,2018-07-02,오션스8,7.89
82,2018-07-02,세 번째 살인,7.79
83,2018-07-02,독전,7.74
84,2018-07-02,최강전사 미니특공대 : 새로운 악당의 습격,7.56
85,2018-07-02,콜 미 바이 유어 네임,7.51
86,2018-07-02,트루스 오어 데어,7.41
87,2018-07-02,유전,7.26
88,2018-07-02,여중생A,7.04
89,2018-07-02,버닝,6.67
90,2018-07-02,레이디버그,6.0
91,2018-07-02,게이트,3.75
92,2018-07-03,당갈,9.6
93,2018-07-03,허스토리,9.52
94,2018-07-03,아일라,9.51
95,2018-07-03,마지막 황제,9.23
96,2018-07-03,킹 오브 프리즘 프라이드 더 히어로,9.22
97,2018-07-03,사랑과 영혼,9.17
98,2018-07-03,개들의 섬,9.01
99,2018-07-03,바그다드 카페 : 디렉터스컷,9.01
100,2018-07-03,아이 필 프리티,9.01
101,2018-07-03,피터 래빗,8.97
102,2018-07-03,어벤져스: 인피니티 워,8.96
103,2018-07-03,미드나잇 선,8.93
104,2018-07-03,소공녀,8.86
105,2018-07-03,"스탠바이, 웬디",8.84
106,2018-07-03,아무도 모른다,8.83
107,2018-07-03,그렇게 아버지가 된다,8.83
108,2018-07-03,데드풀 2,8.76
109,2018-07-03,"부르고뉴, 와인에서 찾은 인생",8.75
110,2018-07-03,바닷마을 다이어리,8.74
111,2018-07-03,걸어도 걸어도,8.66
112,2018-07-03,탐정: 리턴즈,8.64
113,2018-07-03,진짜로 일어날지도 몰라 기적,8.64
114,2018-07-03,태풍이 지나가고,8.61
115,2018-07-03,앤트맨,8.6
116,2018-07-03,시카리오: 데이 오브 솔다도,8.54
117,2018-07-03,"색, 계",8.52
118,2018-07-03,팬텀 스레드,8.42
119,2018-07-03,최강전사 미니특공대 : 영웅의 탄생,8.41
120,2018-07-03,셰이프 오브 워터: 사랑의 모양,8.39
121,2018-07-03,쥬라기 월드: 폴른 킹덤,8.19
122,2018-07-03,나의 산티아고,8.13
123,2018-07-03,마녀,8.12
124,2018-07-03,진주 귀걸이를 한 소녀,8.12
125,2018-07-03,환상의 빛,8.01
126,2018-07-03,극장판 포켓몬스터DP - 디아루가 VS 펄기아 VS 다크라이,7.99
127,2018-07-03,파리로 가는 길,7.91
128,2018-07-03,오션스8,7.87
129,2018-07-03,세 번째 살인,7.79
130,2018-07-03,독전,7.74
131,2018-07-03,최강전사 미니특공대 : 새로운 악당의 습격,7.56
132,2018-07-03,콜 미 바이 유어 네임,7.5
133,2018-07-03,트루스 오어 데어,7.42
134,2018-07-03,유전,7.26
135,2018-07-03,여중생A,6.99
136,2018-07-03,버닝,6.67
137,2018-07-03,레이디버그,6.0
138,2018-07-03,게이트,3.75
139,2018-07-04,아일라,9.55
140,2018-07-04,허스토리,9.49
141,2018-07-04,마지막 황제,9.23
142,2018-07-04,사랑과 영혼,9.17
143,2018-07-04,바그다드 카페 : 디렉터스컷,9.01
144,2018-07-04,아이 필 프리티,9.01
145,2018-07-04,개들의 섬,8.98
146,2018-07-04,피터 래빗,8.97
147,2018-07-04,어벤져스: 인피니티 워,8.96
148,2018-07-04,미드나잇 선,8.9
149,2018-07-04,소공녀,8.86
150,2018-07-04,"스탠바이, 웬디",8.85
151,2018-07-04,아무도 모른다,8.83
152,2018-07-04,그렇게 아버지가 된다,8.83
153,2018-07-04,데드풀 2,8.76
154,2018-07-04,"부르고뉴, 와인에서 찾은 인생",8.75
155,2018-07-04,바닷마을 다이어리,8.74
156,2018-07-04,앤트맨과 와스프,8.73
157,2018-07-04,걸어도 걸어도,8.66
158,2018-07-04,진짜로 일어날지도 몰라 기적,8.64
159,2018-07-04,탐정: 리턴즈,8.63
160,2018-07-04,태풍이 지나가고,8.61
161,2018-07-04,시카리오: 데이 오브 솔다도,8.55
162,2018-07-04,"색, 계",8.52
163,2018-07-04,팬텀 스레드,8.41
164,2018-07-04,최강전사 미니특공대 : 영웅의 탄생,8.41
165,2018-07-04,셰이프 오브 워터: 사랑의 모양,8.39
166,2018-07-04,쥬라기 월드: 폴른 킹덤,8.19
167,2018-07-04,나의 산티아고,8.13
168,2018-07-04,진주 귀걸이를 한 소녀,8.12
169,2018-07-04,마녀,8.1
170,2018-07-04,환상의 빛,8.01
171,2018-07-04,극장판 포켓몬스터DP - 디아루가 VS 펄기아 VS 다크라이,7.99
172,2018-07-04,파리로 가는 길,7.91
173,2018-07-04,오션스8,7.87
174,2018-07-04,세 번째 살인,7.79
175,2018-07-04,독전,7.73
176,2018-07-04,최강전사 미니특공대 : 새로운 악당의 습격,7.56
177,2018-07-04,콜 미 바이 유어 네임,7.51
178,2018-07-04,트루스 오어 데어,7.41
179,2018-07-04,유전,7.26
180,2018-07-04,여중생A,7.0
181,2018-07-04,버닝,6.67
182,2018-07-04,레이디버그,6.0
183,2018-07-05,아일라,9.55
184,2018-07-05,허스토리,9.49
185,2018-07-05,마지막 황제,9.23
186,2018-07-05,사랑과 영혼,9.17
187,2018-07-05,바그다드 카페 : 디렉터스컷,9.01
188,2018-07-05,아이 필 프리티,9.01
189,2018-07-05,개들의 섬,8.97
190,2018-07-05,피터 래빗,8.97
191,2018-07-05,어벤져스: 인피니티 워,8.96
192,2018-07-05,미드나잇 선,8.9
193,2018-07-05,소공녀,8.87
194,2018-07-05,"스탠바이, 웬디",8.85
195,2018-07-05,아무도 모른다,8.83
196,2018-07-05,그렇게 아버지가 된다,8.83
197,2018-07-05,앤트맨과 와스프,8.78
198,2018-07-05,데드풀 2,8.76
199,2018-07-05,"부르고뉴, 와인에서 찾은 인생",8.75
200,2018-07-05,바닷마을 다이어리,8.74
201,2018-07-05,걸어도 걸어도,8.66
202,2018-07-05,진짜로 일어날지도 몰라 기적,8.64
203,2018-07-05,탐정: 리턴즈,8.62
204,2018-07-05,태풍이 지나가고,8.61
205,2018-07-05,시카리오: 데이 오브 솔다도,8.57
206,2018-07-05,"색, 계",8.52
207,2018-07-05,팬텀 스레드,8.41
208,2018-07-05,최강전사 미니특공대 : 영웅의 탄생,8.41
209,2018-07-05,셰이프 오브 워터: 사랑의 모양,8.39
210,2018-07-05,쥬라기 월드: 폴른 킹덤,8.18
211,2018-07-05,나의 산티아고,8.13
212,2018-07-05,진주 귀걸이를 한 소녀,8.12
213,2018-07-05,변산,8.11
214,2018-07-05,마녀,8.1
215,2018-07-05,환상의 빛,8.01
216,2018-07-05,극장판 포켓몬스터DP - 디아루가 VS 펄기아 VS 다크라이,7.99
217,2018-07-05,파리로 가는 길,7.91
218,2018-07-05,오션스8,7.87
219,2018-07-05,세 번째 살인,7.79
220,2018-07-05,독전,7.73
221,2018-07-05,최강전사 미니특공대 : 새로운 악당의 습격,7.56
222,2018-07-05,콜 미 바이 유어 네임,7.51
223,2018-07-05,트루스 오어 데어,7.4
224,2018-07-05,유전,7.27
225,2018-07-05,여중생A,7.0
226,2018-07-05,버닝,6.67
227,2018-07-05,레이디버그,6.0
228,2018-07-06,아일라,9.56
229,2018-07-06,허스토리,9.5
230,2018-07-06,마지막 황제,9.23
231,2018-07-06,킹 오브 프리즘 프라이드 더 히어로,9.21
232,2018-07-06,사랑과 영혼,9.17
233,2018-07-06,바그다드 카페 : 디렉터스컷,9.01
234,2018-07-06,아이 필 프리티,9.01
235,2018-07-06,어벤져스: 인피니티 워,8.96
236,2018-07-06,개들의 섬,8.96
237,2018-07-06,피터 래빗,8.96
238,2018-07-06,미드나잇 선,8.9
239,2018-07-06,소공녀,8.86
240,2018-07-06,"스탠바이, 웬디",8.85
241,2018-07-06,그렇게 아버지가 된다,8.83
242,2018-07-06,아무도 모른다,8.83
243,2018-07-06,앤트맨과 와스프,8.78
244,2018-07-06,데드풀 2,8.76
245,2018-07-06,"부르고뉴, 와인에서 찾은 인생",8.75
246,2018-07-06,바닷마을 다이어리,8.74
247,2018-07-06,걸어도 걸어도,8.66
248,2018-07-06,진짜로 일어날지도 몰라 기적,8.64
249,2018-07-06,탐정: 리턴즈,8.62
250,2018-07-06,태풍이 지나가고,8.61
251,2018-07-06,시카리오: 데이 오브 솔다도,8.57
252,2018-07-06,"색, 계",8.52
253,2018-07-06,팬텀 스레드,8.42
254,2018-07-06,최강전사 미니특공대 : 영웅의 탄생,8.41
255,2018-07-06,셰이프 오브 워터: 사랑의 모양,8.39
256,2018-07-06,시카리오: 암살자의 도시,8.26
257,2018-07-06,쥬라기 월드: 폴른 킹덤,8.18
258,2018-07-06,제로 다크 서티,8.16
259,2018-07-06,나의 산티아고,8.13
260,2018-07-06,진주 귀걸이를 한 소녀,8.12
261,2018-07-06,마녀,8.11
262,2018-07-06,변산,8.09
263,2018-07-06,환상의 빛,8.01
264,2018-07-06,극장판 포켓몬스터DP - 디아루가 VS 펄기아 VS 다크라이,7.99
265,2018-07-06,파리로 가는 길,7.91
266,2018-07-06,오션스8,7.87
267,2018-07-06,세 번째 살인,7.79
268,2018-07-06,독전,7.72
269,2018-07-06,최강전사 미니특공대 : 새로운 악당의 습격,7.56
270,2018-07-06,콜 미 바이 유어 네임,7.51
271,2018-07-06,트루스 오어 데어,7.41
272,2018-07-06,유전,7.27
273,2018-07-06,여중생A,6.97
274,2018-07-06,버닝,6.67
275,2018-07-06,레이디버그,6.0
276,2018-07-06,게이트,3.75
277,2018-07-07,아일라,9.57
278,2018-07-07,허스토리,9.5
279,2018-07-07,마지막 황제,9.23
280,2018-07-07,킹 오브 프리즘 프라이드 더 히어로,9.21
281,2018-07-07,사랑과 영혼,9.17
282,2018-07-07,바그다드 카페 : 디렉터스컷,9.01
283,2018-07-07,아이 필 프리티,8.97
284,2018-07-07,어벤져스: 인피니티 워,8.96
285,2018-07-07,피터 래빗,8.96
286,2018-07-07,개들의 섬,8.95
287,2018-07-07,미드나잇 선,8.91
288,2018-07-07,소공녀,8.86
289,2018-07-07,그렇게 아버지가 된다,8.83
290,2018-07-07,아무도 모른다,8.83
291,2018-07-07,"스탠바이, 웬디",8.83
292,2018-07-07,앤트맨과 와스프,8.79
293,2018-07-07,데드풀 2,8.76
294,2018-07-07,"부르고뉴, 와인에서 찾은 인생",8.74
295,2018-07-07,바닷마을 다이어리,8.74
296,2018-07-07,걸어도 걸어도,8.65
297,2018-07-07,진짜로 일어날지도 몰라 기적,8.64
298,2018-07-07,탐정: 리턴즈,8.62
299,2018-07-07,태풍이 지나가고,8.61
300,2018-07-07,시카리오: 데이 오브 솔다도,8.58
301,2018-07-07,"색, 계",8.52
302,2018-07-07,팬텀 스레드,8.42
303,2018-07-07,최강전사 미니특공대 : 영웅의 탄생,8.41
304,2018-07-07,셰이프 오브 워터: 사랑의 모양,8.39
305,2018-07-07,시카리오: 암살자의 도시,8.26
306,2018-07-07,쥬라기 월드: 폴른 킹덤,8.18
307,2018-07-07,변산,8.18
308,2018-07-07,제로 다크 서티,8.16
309,2018-07-07,마녀,8.13
310,2018-07-07,나의 산티아고,8.13
311,2018-07-07,진주 귀걸이를 한 소녀,8.12
312,2018-07-07,환상의 빛,8.01
313,2018-07-07,극장판 포켓몬스터DP - 디아루가 VS 펄기아 VS 다크라이,7.99
314,2018-07-07,파리로 가는 길,7.91
315,2018-07-07,오션스8,7.87
316,2018-07-07,세 번째 살인,7.78
317,2018-07-07,독전,7.72
318,2018-07-07,최강전사 미니특공대 : 새로운 악당의 습격,7.56
319,2018-07-07,콜 미 바이 유어 네임,7.51
320,2018-07-07,트루스 오어 데어,7.4
321,2018-07-07,유전,7.27
322,2018-07-07,여중생A,6.93
323,2018-07-07,버닝,6.67
324,2018-07-07,레이디버그,6.0
325,2018-07-07,게이트,3.75
326,2018-07-08,아일라,9.58
327,2018-07-08,허스토리,9.5
328,2018-07-08,마지막 황제,9.23
329,2018-07-08,킹 오브 프리즘 프라이드 더 히어로,9.21
330,2018-07-08,사랑과 영혼,9.17
331,2018-07-08,바그다드 카페 : 디렉터스컷,9.01
332,2018-07-08,어벤져스: 인피니티 워,8.96
333,2018-07-08,아이 필 프리티,8.96
334,2018-07-08,피터 래빗,8.95
335,2018-07-08,미드나잇 선,8.92
336,2018-07-08,개들의 섬,8.91
337,2018-07-08,소공녀,8.87
338,2018-07-08,그렇게 아버지가 된다,8.83
339,2018-07-08,아무도 모른다,8.83
340,2018-07-08,"스탠바이, 웬디",8.83
341,2018-07-08,앤트맨과 와스프,8.79
342,2018-07-08,데드풀 2,8.76
343,2018-07-08,바닷마을 다이어리,8.74
344,2018-07-08,"부르고뉴, 와인에서 찾은 인생",8.74
345,2018-07-08,걸어도 걸어도,8.65
346,2018-07-08,진짜로 일어날지도 몰라 기적,8.64
347,2018-07-08,탐정: 리턴즈,8.62
348,2018-07-08,태풍이 지나가고,8.61
349,2018-07-08,시카리오: 데이 오브 솔다도,8.57
350,2018-07-08,"색, 계",8.52
351,2018-07-08,팬텀 스레드,8.42
352,2018-07-08,최강전사 미니특공대 : 영웅의 탄생,8.41
353,2018-07-08,셰이프 오브 워터: 사랑의 모양,8.39
354,2018-07-08,시카리오: 암살자의 도시,8.26
355,2018-07-08,쥬라기 월드: 폴른 킹덤,8.18
356,2018-07-08,변산,8.18
357,2018-07-08,제로 다크 서티,8.16
358,2018-07-08,마녀,8.15
359,2018-07-08,나의 산티아고,8.13
360,2018-07-08,진주 귀걸이를 한 소녀,8.12
361,2018-07-08,환상의 빛,8.01
362,2018-07-08,극장판 포켓몬스터DP - 디아루가 VS 펄기아 VS 다크라이,7.99
363,2018-07-08,파리로 가는 길,7.91
364,2018-07-08,오션스8,7.87
365,2018-07-08,세 번째 살인,7.78
366,2018-07-08,독전,7.71
367,2018-07-08,최강전사 미니특공대 : 새로운 악당의 습격,7.56
368,2018-07-08,콜 미 바이 유어 네임,7.51
369,2018-07-08,트루스 오어 데어,7.4
370,2018-07-08,유전,7.27
371,2018-07-08,여중생A,6.93
372,2018-07-08,버닝,6.67
373,2018-07-08,레이디버그,6.0
374,2018-07-08,게이트,3.75
375,2018-07-09,아일라,9.59
376,2018-07-09,허스토리,9.49
377,2018-07-09,마지막 황제,9.23
378,2018-07-09,킹 오브 프리즘 프라이드 더 히어로,9.21
379,2018-07-09,사랑과 영혼,9.17
380,2018-07-09,싸이코,9.14
381,2018-07-09,바그다드 카페 : 디렉터스컷,9.01
382,2018-07-09,어벤져스: 인피니티 워,8.96
383,2018-07-09,아이 필 프리티,8.95
384,2018-07-09,미드나잇 선,8.91
385,2018-07-09,개들의 섬,8.89
386,2018-07-09,소공녀,8.87
387,2018-07-09,그렇게 아버지가 된다,8.83
388,2018-07-09,아무도 모른다,8.83
389,2018-07-09,"스탠바이, 웬디",8.82
390,2018-07-09,앤트맨과 와스프,8.77
391,2018-07-09,데드풀 2,8.76
392,2018-07-09,바닷마을 다이어리,8.74
393,2018-07-09,걸어도 걸어도,8.64
394,2018-07-09,진짜로 일어날지도 몰라 기적,8.64
395,2018-07-09,탐정: 리턴즈,8.62
396,2018-07-09,태풍이 지나가고,8.6
397,2018-07-09,시카리오: 데이 오브 솔다도,8.58
398,2018-07-09,"색, 계",8.52
399,2018-07-09,최강전사 미니특공대 : 영웅의 탄생,8.41
400,2018-07-09,셰이프 오브 워터: 사랑의 모양,8.39
401,2018-07-09,시카리오: 암살자의 도시,8.26
402,2018-07-09,쥬라기 월드: 폴른 킹덤,8.18
403,2018-07-09,마녀,8.16
404,2018-07-09,제로 다크 서티,8.16
405,2018-07-09,변산,8.15
406,2018-07-09,나의 산티아고,8.13
407,2018-07-09,진주 귀걸이를 한 소녀,8.12
408,2018-07-09,환상의 빛,8.01
409,2018-07-09,극장판 포켓몬스터DP - 디아루가 VS 펄기아 VS 다크라이,7.98
410,2018-07-09,파리로 가는 길,7.91
411,2018-07-09,오션스8,7.86
412,2018-07-09,세 번째 살인,7.78
413,2018-07-09,독전,7.7
414,2018-07-09,최강전사 미니특공대 : 새로운 악당의 습격,7.56
415,2018-07-09,콜 미 바이 유어 네임,7.51
416,2018-07-09,유전,7.27
417,2018-07-09,여중생A,6.91
418,2018-07-09,버닝,6.66
419,2018-07-09,레이디버그,6.0
420,2018-07-09,게이트,3.75
421,2018-07-10,아일라,9.58
422,2018-07-10,허스토리,9.49
423,2018-07-10,사랑과 영혼,9.17
424,2018-07-10,싸이코,9.14
425,2018-07-10,바그다드 카페 : 디렉터스컷,9.02
426,2018-07-10,어벤져스: 인피니티 워,8.96
427,2018-07-10,아이 필 프리티,8.94
428,2018-07-10,미드나잇 선,8.9
429,2018-07-10,소공녀,8.87
430,2018-07-10,그렇게 아버지가 된다,8.83
431,2018-07-10,아무도 모른다,8.83
432,2018-07-10,개들의 섬,8.8
433,2018-07-10,데드풀 2,8.76
434,2018-07-10,앤트맨과 와스프,8.76
435,2018-07-10,바닷마을 다이어리,8.74
436,2018-07-10,"부르고뉴, 와인에서 찾은 인생",8.74
437,2018-07-10,걸어도 걸어도,8.64
438,2018-07-10,진짜로 일어날지도 몰라 기적,8.64
439,2018-07-10,탐정: 리턴즈,8.62
440,2018-07-10,태풍이 지나가고,8.6
441,2018-07-10,시카리오: 데이 오브 솔다도,8.57
442,2018-07-10,"색, 계",8.52
443,2018-07-10,최강전사 미니특공대 : 영웅의 탄생,8.41
444,2018-07-10,셰이프 오브 워터: 사랑의 모양,8.39
445,2018-07-10,여고괴담 두번째 이야기,8.3
446,2018-07-10,시카리오: 암살자의 도시,8.26
447,2018-07-10,쥬라기 월드: 폴른 킹덤,8.18
448,2018-07-10,마녀,8.17
449,2018-07-10,제로 다크 서티,8.16
450,2018-07-10,나의 산티아고,8.13
451,2018-07-10,진주 귀걸이를 한 소녀,8.12
452,2018-07-10,변산,8.06
453,2018-07-10,극장판 포켓몬스터DP - 디아루가 VS 펄기아 VS 다크라이,7.98
454,2018-07-10,파리로 가는 길,7.91
455,2018-07-10,오션스8,7.87
456,2018-07-10,세 번째 살인,7.78
457,2018-07-10,독전,7.7
458,2018-07-10,최강전사 미니특공대 : 새로운 악당의 습격,7.56
459,2018-07-10,콜 미 바이 유어 네임,7.51
460,2018-07-10,유전,7.27
461,2018-07-10,여중생A,6.89
462,2018-07-10,버닝,6.66
463,2018-07-10,경성학교: 사라진 소녀들,6.12
464,2018-07-10,레이디버그,6.0
465,2018-07-11,아일라,9.58
466,2018-07-11,허스토리,9.48
467,2018-07-11,사랑과 영혼,9.17
468,2018-07-11,싸이코,9.14
469,2018-07-11,바그다드 카페 : 디렉터스컷,9.02
470,2018-07-11,어벤져스: 인피니티 워,8.96
471,2018-07-11,아이 필 프리티,8.93
472,2018-07-11,미드나잇 선,8.91
473,2018-07-11,소공녀,8.87
474,2018-07-11,그렇게 아버지가 된다,8.83
475,2018-07-11,아무도 모른다,8.83
476,2018-07-11,개들의 섬,8.79
477,2018-07-11,데드풀 2,8.76
478,2018-07-11,앤트맨과 와스프,8.75
479,2018-07-11,바닷마을 다이어리,8.74
480,2018-07-11,"부르고뉴, 와인에서 찾은 인생",8.74
481,2018-07-11,걸어도 걸어도,8.64
482,2018-07-11,진짜로 일어날지도 몰라 기적,8.64
483,2018-07-11,탐정: 리턴즈,8.62
484,2018-07-11,태풍이 지나가고,8.6
485,2018-07-11,시카리오: 데이 오브 솔다도,8.57
486,2018-07-11,"색, 계",8.52
487,2018-07-11,최강전사 미니특공대 : 영웅의 탄생,8.41
488,2018-07-11,셰이프 오브 워터: 사랑의 모양,8.38
489,2018-07-11,스카이스크래퍼,8.35
490,2018-07-11,여고괴담 두번째 이야기,8.3
491,2018-07-11,시카리오: 암살자의 도시,8.26
492,2018-07-11,쥬라기 월드: 폴른 킹덤,8.18
493,2018-07-11,마녀,8.17
494,2018-07-11,제로 다크 서티,8.16
495,2018-07-11,나의 산티아고,8.13
496,2018-07-11,진주 귀걸이를 한 소녀,8.12
497,2018-07-11,극장판 포켓몬스터DP - 디아루가 VS 펄기아 VS 다크라이,7.99
498,2018-07-11,변산,7.97
499,2018-07-11,파리로 가는 길,7.91
500,2018-07-11,오션스8,7.86
501,2018-07-11,세 번째 살인,7.78
502,2018-07-11,독전,7.7
503,2018-07-11,최강전사 미니특공대 : 새로운 악당의 습격,7.56
504,2018-07-11,콜 미 바이 유어 네임,7.51
505,2018-07-11,유전,7.27
506,2018-07-11,여중생A,6.88
507,2018-07-11,버닝,6.66
508,2018-07-11,경성학교: 사라진 소녀들,6.12
509,2018-07-11,레이디버그,6.0
510,2018-07-12,아일라,9.58
511,2018-07-12,허스토리,9.48
512,2018-07-12,원더,9.41
513,2018-07-12,사랑과 영혼,9.17
514,2018-07-12,싸이코,9.15
515,2018-07-12,바그다드 카페 : 디렉터스컷,9.01
516,2018-07-12,어벤져스: 인피니티 워,8.96
517,2018-07-12,아이 필 프리티,8.91
518,2018-07-12,미드나잇 선,8.91
519,2018-07-12,소공녀,8.87
520,2018-07-12,그렇게 아버지가 된다,8.83
521,2018-07-12,아무도 모른다,8.83
522,2018-07-12,개들의 섬,8.79
523,2018-07-12,데드풀 2,8.76
524,2018-07-12,바닷마을 다이어리,8.74
525,2018-07-12,앤트맨과 와스프,8.74
526,2018-07-12,"부르고뉴, 와인에서 찾은 인생",8.74
527,2018-07-12,걸어도 걸어도,8.64
528,2018-07-12,진짜로 일어날지도 몰라 기적,8.64
529,2018-07-12,탐정: 리턴즈,8.62
530,2018-07-12,태풍이 지나가고,8.6
531,2018-07-12,시카리오: 데이 오브 솔다도,8.57
532,2018-07-12,최강전사 미니특공대 : 영웅의 탄생,8.41
533,2018-07-12,셰이프 오브 워터: 사랑의 모양,8.38
534,2018-07-12,여고괴담 두번째 이야기,8.3
535,2018-07-12,시카리오: 암살자의 도시,8.26
536,2018-07-12,스카이스크래퍼,8.19
537,2018-07-12,마녀,8.18
538,2018-07-12,쥬라기 월드: 폴른 킹덤,8.18
539,2018-07-12,제로 다크 서티,8.16
540,2018-07-12,나의 산티아고,8.13
541,2018-07-12,진주 귀걸이를 한 소녀,8.12
542,2018-07-12,변산,7.91
543,2018-07-12,파리로 가는 길,7.91
544,2018-07-12,오션스8,7.86
545,2018-07-12,세 번째 살인,7.78
546,2018-07-12,최강전사 미니특공대 : 새로운 악당의 습격,7.56
547,2018-07-12,콜 미 바이 유어 네임,7.51
548,2018-07-12,유전,7.27
549,2018-07-12,여중생A,6.88
550,2018-07-12,버닝,6.65
551,2018-07-12,경성학교: 사라진 소녀들,6.12
552,2018-07-12,레이디버그,6.0
553,2018-07-13,아일라,9.59
554,2018-07-13,당갈,9.58
555,2018-07-13,허스토리,9.48
556,2018-07-13,원더,9.41
557,2018-07-13,사랑과 영혼,9.17
558,2018-07-13,싸이코,9.15
