date,name,point
559,2018-07-13,바그다드 카페 : 디렉터스컷,9.01
560,2018-07-13,어벤져스: 인피니티 워,8.96
561,2018-07-13,미드나잇 선,8.9
562,2018-07-13,아이 필 프리티,8.9
563,2018-07-13,마당을 나온 암탉,8.88
564,2018-07-13,소공녀,8.88
565,2018-07-13,그렇게 아버지가 된다,8.83
566,2018-07-13,아무도 모른다,8.83
567,2018-07-13,데드풀 2,8.76
568,2018-07-13,개들의 섬,8.76
569,2018-07-13,바닷마을 다이어리,8.74
570,2018-07-13,"부르고뉴, 와인에서 찾은 인생",8.73
571,2018-07-13,더 포스트,8.73
572,2018-07-13,앤트맨과 와스프,8.73
573,2018-07-13,걸어도 걸어도,8.64
574,2018-07-13,진짜로 일어날지도 몰라 기적,8.64
575,2018-07-13,탐정: 리턴즈,8.62
576,2018-07-13,태풍이 지나가고,8.6
577,2018-07-13,시카리오: 데이 오브 솔다도,8.57
578,2018-07-13,최강전사 미니특공대 : 영웅의 탄생,8.41
579,2018-07-13,여고괴담 두번째 이야기,8.3
580,2018-07-13,시카리오: 암살자의 도시,8.26
581,2018-07-13,마녀,8.18
582,2018-07-13,쥬라기 월드: 폴른 킹덤,8.18
583,2018-07-13,제로 다크 서티,8.16
584,2018-07-13,스카이스크래퍼,8.16
585,2018-07-13,나의 산티아고,8.13
586,2018-07-13,진주 귀걸이를 한 소녀,8.12
587,2018-07-13,변산,7.92
588,2018-07-13,파리로 가는 길,7.91
589,2018-07-13,오션스8,7.86
590,2018-07-13,세 번째 살인,7.78
591,2018-07-13,최강전사 미니특공대 : 새로운 악당의 습격,7.56
592,2018-07-13,콜 미 바이 유어 네임,7.51
593,2018-07-13,유전,7.27
594,2018-07-13,여중생A,6.88
595,2018-07-13,"안녕, 나의 소녀",6.72
596,2018-07-13,버닝,6.65
597,2018-07-13,나라타주,6.48
598,2018-07-13,속닥속닥,6.19
599,2018-07-13,경성학교: 사라진 소녀들,6.12
600,2018-07-13,레이디버그,6.0
601,2018-07-14,아일라,9.59
602,2018-07-14,당갈,9.57
603,2018-07-14,허스토리,9.47
604,2018-07-14,원더,9.41
605,2018-07-14,사랑과 영혼,9.17
606,2018-07-14,싸이코,9.15
607,2018-07-14,바그다드 카페 : 디렉터스컷,9.01
608,2018-07-14,어벤져스: 인피니티 워,8.96
609,2018-07-14,미드나잇 선,8.9
610,2018-07-14,아이 필 프리티,8.89
611,2018-07-14,마당을 나온 암탉,8.88
612,2018-07-14,소공녀,8.88
613,2018-07-14,그렇게 아버지가 된다,8.83
614,2018-07-14,아무도 모른다,8.83
615,2018-07-14,데드풀 2,8.76
616,2018-07-14,개들의 섬,8.75
617,2018-07-14,바닷마을 다이어리,8.74
618,2018-07-14,"부르고뉴, 와인에서 찾은 인생",8.74
619,2018-07-14,더 포스트,8.73
620,2018-07-14,앤트맨과 와스프,8.72
621,2018-07-14,걸어도 걸어도,8.64
622,2018-07-14,진짜로 일어날지도 몰라 기적,8.64
623,2018-07-14,탐정: 리턴즈,8.63
624,2018-07-14,태풍이 지나가고,8.6
625,2018-07-14,시카리오: 데이 오브 솔다도,8.57
626,2018-07-14,최강전사 미니특공대 : 영웅의 탄생,8.41
627,2018-07-14,여고괴담 두번째 이야기,8.3
628,2018-07-14,시카리오: 암살자의 도시,8.26
629,2018-07-14,마녀,8.19
630,2018-07-14,쥬라기 월드: 폴른 킹덤,8.18
631,2018-07-14,제로 다크 서티,8.16
632,2018-07-14,나의 산티아고,8.13
633,2018-07-14,스카이스크래퍼,8.1
634,2018-07-14,변산,7.94
635,2018-07-14,파리로 가는 길,7.91
636,2018-07-14,오션스8,7.86
637,2018-07-14,세 번째 살인,7.78
638,2018-07-14,최강전사 미니특공대 : 새로운 악당의 습격,7.56
639,2018-07-14,콜 미 바이 유어 네임,7.52
640,2018-07-14,유전,7.28
641,2018-07-14,여중생A,6.87
642,2018-07-14,"안녕, 나의 소녀",6.72
643,2018-07-14,버닝,6.65
644,2018-07-14,나라타주,6.48
645,2018-07-14,속닥속닥,6.16
646,2018-07-14,경성학교: 사라진 소녀들,6.12
647,2018-07-14,레이디버그,6.0
648,2018-07-15,아일라,9.59
649,2018-07-15,당갈,9.57
650,2018-07-15,허스토리,9.47
651,2018-07-15,사랑과 영혼,9.17
652,2018-07-15,싸이코,9.15
653,2018-07-15,다키스트 아워,9.13
654,2018-07-15,어벤져스: 인피니티 워,8.96
655,2018-07-15,미드나잇 선,8.9
656,2018-07-15,아이 필 프리티,8.88
657,2018-07-15,마당을 나온 암탉,8.88
658,2018-07-15,소공녀,8.88
659,2018-07-15,그렇게 아버지가 된다,8.83
660,2018-07-15,아무도 모른다,8.83
661,2018-07-15,데드풀 2,8.76
662,2018-07-15,바닷마을 다이어리,8.74
663,2018-07-15,"부르고뉴, 와인에서 찾은 인생",8.73
664,2018-07-15,더 포스트,8.73
665,2018-07-15,개들의 섬,8.73
666,2018-07-15,앤트맨과 와스프,8.72
667,2018-07-15,걸어도 걸어도,8.64
668,2018-07-15,진짜로 일어날지도 몰라 기적,8.64
669,2018-07-15,탐정: 리턴즈,8.63
670,2018-07-15,태풍이 지나가고,8.6
671,2018-07-15,시카리오: 데이 오브 솔다도,8.57
672,2018-07-15,최강전사 미니특공대 : 영웅의 탄생,8.41
673,2018-07-15,여고괴담 두번째 이야기,8.3
674,2018-07-15,시카리오: 암살자의 도시,8.26
675,2018-07-15,마녀,8.21
676,2018-07-15,스카이스크래퍼,8.2
677,2018-07-15,쥬라기 월드: 폴른 킹덤,8.18
678,2018-07-15,제로 다크 서티,8.16
679,2018-07-15,나의 산티아고,8.13
680,2018-07-15,변산,7.96
681,2018-07-15,파리로 가는 길,7.91
682,2018-07-15,오션스8,7.86
683,2018-07-15,세 번째 살인,7.78
684,2018-07-15,최강전사 미니특공대 : 새로운 악당의 습격,7.56
685,2018-07-15,유전,7.28
686,2018-07-15,여중생A,6.85
687,2018-07-15,"안녕, 나의 소녀",6.72
688,2018-07-15,버닝,6.65
689,2018-07-15,나라타주,6.48
690,2018-07-15,속닥속닥,6.28
691,2018-07-15,경성학교: 사라진 소녀들,6.12
692,2018-07-15,레이디버그,6.0
693,2018-07-16,아일라,9.6
694,2018-07-16,당갈,9.57
695,2018-07-16,허스토리,9.48
696,2018-07-16,죽은 시인의 사회,9.38
697,2018-07-16,사랑과 영혼,9.17
698,2018-07-16,싸이코,9.15
699,2018-07-16,어벤져스: 인피니티 워,8.97
700,2018-07-16,미드나잇 선,8.9
701,2018-07-16,마당을 나온 암탉,8.88
702,2018-07-16,소공녀,8.88
703,2018-07-16,아이 필 프리티,8.87
704,2018-07-16,그렇게 아버지가 된다,8.83
705,2018-07-16,아무도 모른다,8.83
706,2018-07-16,데드풀 2,8.76
707,2018-07-16,바닷마을 다이어리,8.74
708,2018-07-16,"부르고뉴, 와인에서 찾은 인생",8.73
709,2018-07-16,더 포스트,8.73
710,2018-07-16,개들의 섬,8.72
711,2018-07-16,앤트맨과 와스프,8.71
712,2018-07-16,걸어도 걸어도,8.64
713,2018-07-16,진짜로 일어날지도 몰라 기적,8.64
714,2018-07-16,탐정: 리턴즈,8.62
715,2018-07-16,태풍이 지나가고,8.6
716,2018-07-16,시카리오: 데이 오브 솔다도,8.58
717,2018-07-16,최강전사 미니특공대 : 영웅의 탄생,8.41
718,2018-07-16,여고괴담 두번째 이야기,8.3
719,2018-07-16,시카리오: 암살자의 도시,8.26
720,2018-07-16,스카이스크래퍼,8.25
721,2018-07-16,마녀,8.2
722,2018-07-16,쥬라기 월드: 폴른 킹덤,8.18
723,2018-07-16,제로 다크 서티,8.16
724,2018-07-16,나의 산티아고,8.13
725,2018-07-16,극장판 포켓몬스터DP - 디아루가 VS 펄기아 VS 다크라이,7.99
726,2018-07-16,변산,7.96
727,2018-07-16,파리로 가는 길,7.91
728,2018-07-16,오션스8,7.86
729,2018-07-16,세 번째 살인,7.78
730,2018-07-16,최강전사 미니특공대 : 새로운 악당의 습격,7.56
731,2018-07-16,유전,7.28
732,2018-07-16,여중생A,6.83
733,2018-07-16,"안녕, 나의 소녀",6.72
734,2018-07-16,버닝,6.65
735,2018-07-16,나라타주,6.48
736,2018-07-16,경성학교: 사라진 소녀들,6.12
737,2018-07-16,속닥속닥,6.11
738,2018-07-16,레이디버그,6.0
739,2018-07-17,아일라,9.57
740,2018-07-17,당갈,9.57
741,2018-07-17,허스토리,9.47
742,2018-07-17,죽은 시인의 사회,9.38
743,2018-07-17,사랑과 영혼,9.17
744,2018-07-17,어벤져스: 인피니티 워,8.97
745,2018-07-17,미드나잇 선,8.89
746,2018-07-17,마당을 나온 암탉,8.88
747,2018-07-17,소공녀,8.88
748,2018-07-17,아이 필 프리티,8.86
749,2018-07-17,그렇게 아버지가 된다,8.83
750,2018-07-17,아무도 모른다,8.83
751,2018-07-17,바닷마을 다이어리,8.74
752,2018-07-17,"부르고뉴, 와인에서 찾은 인생",8.73
753,2018-07-17,더 포스트,8.73
754,2018-07-17,개들의 섬,8.72
755,2018-07-17,앤트맨과 와스프,8.7
756,2018-07-17,걸어도 걸어도,8.64
757,2018-07-17,탐정: 리턴즈,8.62
758,2018-07-17,태풍이 지나가고,8.6
759,2018-07-17,시카리오: 데이 오브 솔다도,8.56
760,2018-07-17,"오늘 밤, 로맨스 극장에서",8.52
761,2018-07-17,최강전사 미니특공대 : 영웅의 탄생,8.41
762,2018-07-17,여고괴담 두번째 이야기,8.3
763,2018-07-17,시카리오: 암살자의 도시,8.26
764,2018-07-17,스카이스크래퍼,8.24
765,2018-07-17,마녀,8.21
766,2018-07-17,쥬라기 월드: 폴른 킹덤,8.17
767,2018-07-17,나의 산티아고,8.13
768,2018-07-17,변산,7.98
769,2018-07-17,파리로 가는 길,7.91
770,2018-07-17,오션스8,7.86
771,2018-07-17,세 번째 살인,7.78
772,2018-07-17,최강전사 미니특공대 : 새로운 악당의 습격,7.56
773,2018-07-17,유전,7.28
774,2018-07-17,여중생A,6.82
775,2018-07-17,"안녕, 나의 소녀",6.69
776,2018-07-17,버닝,6.65
777,2018-07-17,나라타주,6.48
778,2018-07-17,경성학교: 사라진 소녀들,6.12
779,2018-07-17,레이디버그,6.0
780,2018-07-17,속닥속닥,5.94
781,2018-07-18,아일라,9.58
782,2018-07-18,당갈,9.57
783,2018-07-18,허스토리,9.47
784,2018-07-18,벤허,9.22
785,2018-07-18,인크레더블 2,9.19
786,2018-07-18,사랑과 영혼,9.17
787,2018-07-18,어벤져스: 인피니티 워,8.97
788,2018-07-18,미드나잇 선,8.89
789,2018-07-18,마당을 나온 암탉,8.88
790,2018-07-18,소공녀,8.88
791,2018-07-18,아이 필 프리티,8.85
792,2018-07-18,아무도 모른다,8.83
793,2018-07-18,그렇게 아버지가 된다,8.83
794,2018-07-18,바닷마을 다이어리,8.74
795,2018-07-18,"부르고뉴, 와인에서 찾은 인생",8.73
796,2018-07-18,더 포스트,8.73
797,2018-07-18,개들의 섬,8.71
798,2018-07-18,앤트맨과 와스프,8.69
799,2018-07-18,걸어도 걸어도,8.65
800,2018-07-18,탐정: 리턴즈,8.61
801,2018-07-18,태풍이 지나가고,8.6
802,2018-07-18,시카리오: 데이 오브 솔다도,8.55
803,2018-07-18,"오늘 밤, 로맨스 극장에서",8.54
804,2018-07-18,여고괴담 두번째 이야기,8.3
805,2018-07-18,시카리오: 암살자의 도시,8.26
806,2018-07-18,스카이스크래퍼,8.24
807,2018-07-18,마녀,8.21
808,2018-07-18,쥬라기 월드: 폴른 킹덤,8.17
809,2018-07-18,나의 산티아고,8.13
810,2018-07-18,변산,7.98
811,2018-07-18,파리로 가는 길,7.91
812,2018-07-18,오션스8,7.86
813,2018-07-18,세 번째 살인,7.79
814,2018-07-18,독전,7.67
815,2018-07-18,유전,7.28
816,2018-07-18,"안녕, 나의 소녀",6.69
817,2018-07-18,버닝,6.65
818,2018-07-18,나라타주,6.48
819,2018-07-18,경성학교: 사라진 소녀들,6.12
820,2018-07-18,속닥속닥,5.85
821,2018-07-19,당갈,9.56
822,2018-07-19,아일라,9.55
823,2018-07-19,허스토리,9.48
824,2018-07-19,덕구,9.48
825,2018-07-19,레옹,9.37
826,2018-07-19,벤허,9.22
827,2018-07-19,사랑과 영혼,9.17
828,2018-07-19,인크레더블 2,9.16
829,2018-07-19,어벤져스: 인피니티 워,8.97
830,2018-07-19,미드나잇 선,8.9
831,2018-07-19,마당을 나온 암탉,8.88
832,2018-07-19,소공녀,8.88
833,2018-07-19,아이 필 프리티,8.86
834,2018-07-19,아무도 모른다,8.83
835,2018-07-19,그렇게 아버지가 된다,8.83
836,2018-07-19,바닷마을 다이어리,8.74
837,2018-07-19,리틀 포레스트,8.74
838,2018-07-19,"부르고뉴, 와인에서 찾은 인생",8.73
839,2018-07-19,더 포스트,8.73
840,2018-07-19,개들의 섬,8.71
841,2018-07-19,앤트맨과 와스프,8.69
842,2018-07-19,블레이드 2,8.68
843,2018-07-19,걸어도 걸어도,8.65
844,2018-07-19,태풍이 지나가고,8.6
845,2018-07-19,탐정: 리턴즈,8.58
846,2018-07-19,시카리오: 데이 오브 솔다도,8.54
847,2018-07-19,"오늘 밤, 로맨스 극장에서",8.51
848,2018-07-19,여고괴담 두번째 이야기,8.3
849,2018-07-19,시카리오: 암살자의 도시,8.26
850,2018-07-19,스카이스크래퍼,8.22
851,2018-07-19,판의 미로 - 오필리아와 세 개의 열쇠,8.21
852,2018-07-19,마녀,8.2
853,2018-07-19,쥬라기 월드: 폴른 킹덤,8.17
854,2018-07-19,제로 다크 서티,8.16
855,2018-07-19,나의 산티아고,8.13
856,2018-07-19,변산,7.97
857,2018-07-19,파리로 가는 길,7.91
858,2018-07-19,오션스8,7.86
859,2018-07-19,세 번째 살인,7.79
860,2018-07-19,독전,7.66
861,2018-07-19,유전,7.28
862,2018-07-19,"안녕, 나의 소녀",6.69
863,2018-07-19,버닝,6.65
864,2018-07-19,나라타주,6.48
865,2018-07-19,경성학교: 사라진 소녀들,6.12
866,2018-07-19,속닥속닥,5.8
867,2018-07-20,당갈,9.56
868,2018-07-20,아일라,9.55
869,2018-07-20,허스토리,9.48
870,2018-07-20,덕구,9.48
871,2018-07-20,레옹,9.37
872,2018-07-20,벤허,9.22
873,2018-07-20,인크레더블 2,9.19
874,2018-07-20,사랑과 영혼,9.17
875,2018-07-20,어벤져스: 인피니티 워,8.96
876,2018-07-20,미드나잇 선,8.89
877,2018-07-20,마당을 나온 암탉,8.88
878,2018-07-20,소공녀,8.88
879,2018-07-20,아이 필 프리티,8.85
880,2018-07-20,"스탠바이, 웬디",8.84
881,2018-07-20,아무도 모른다,8.83
882,2018-07-20,그렇게 아버지가 된다,8.83
883,2018-07-20,바닷마을 다이어리,8.74
884,2018-07-20,리틀 포레스트,8.74
885,2018-07-20,더 포스트,8.73
886,2018-07-20,"부르고뉴, 와인에서 찾은 인생",8.71
887,2018-07-20,개들의 섬,8.7
888,2018-07-20,블레이드 2,8.68
889,2018-07-20,앤트맨과 와스프,8.68
890,2018-07-20,걸어도 걸어도,8.65
891,2018-07-20,태풍이 지나가고,8.6
892,2018-07-20,탐정: 리턴즈,8.56
893,2018-07-20,시카리오: 데이 오브 솔다도,8.54
894,2018-07-20,"오늘 밤, 로맨스 극장에서",8.51
895,2018-07-20,여고괴담 두번째 이야기,8.3
896,2018-07-20,시카리오: 암살자의 도시,8.26
897,2018-07-20,스카이스크래퍼,8.21
898,2018-07-20,판의 미로 - 오필리아와 세 개의 열쇠,8.21
899,2018-07-20,마녀,8.2
900,2018-07-20,쥬라기 월드: 폴른 킹덤,8.17
901,2018-07-20,제로 다크 서티,8.16
902,2018-07-20,나의 산티아고,8.13
903,2018-07-20,변산,7.95
904,2018-07-20,파리로 가는 길,7.91
905,2018-07-20,오션스8,7.85
906,2018-07-20,세 번째 살인,7.79
907,2018-07-20,독전,7.66
908,2018-07-20,호텔 아르테미스,7.37
909,2018-07-20,유전,7.28
910,2018-07-20,"안녕, 나의 소녀",6.7
911,2018-07-20,버닝,6.65
912,2018-07-20,나라타주,6.48
913,2018-07-20,경성학교: 사라진 소녀들,6.12
914,2018-07-20,속닥속닥,5.79
915,2018-07-21,당갈,9.56
916,2018-07-21,아일라,9.55
917,2018-07-21,허스토리,9.46
918,2018-07-21,레옹,9.37
919,2018-07-21,인크레더블 2,9.23
920,2018-07-21,벤허,9.22
921,2018-07-21,사랑과 영혼,9.17
922,2018-07-21,어벤져스: 인피니티 워,8.97
923,2018-07-21,미드나잇 선,8.9
924,2018-07-21,마당을 나온 암탉,8.88
925,2018-07-21,소공녀,8.88
926,2018-07-21,"스탠바이, 웬디",8.85
927,2018-07-21,아이 필 프리티,8.84
928,2018-07-21,아무도 모른다,8.83
929,2018-07-21,그렇게 아버지가 된다,8.83
930,2018-07-21,바닷마을 다이어리,8.74
931,2018-07-21,리틀 포레스트,8.74
932,2018-07-21,"부르고뉴, 와인에서 찾은 인생",8.72
933,2018-07-21,개들의 섬,8.69
934,2018-07-21,블레이드 2,8.68
935,2018-07-21,앤트맨과 와스프,8.68
936,2018-07-21,걸어도 걸어도,8.65
937,2018-07-21,태풍이 지나가고,8.6
938,2018-07-21,족구왕,8.55
939,2018-07-21,탐정: 리턴즈,8.55
940,2018-07-21,시카리오: 데이 오브 솔다도,8.54
941,2018-07-21,"오늘 밤, 로맨스 극장에서",8.49
942,2018-07-21,여고괴담 두번째 이야기,8.3
943,2018-07-21,시카리오: 암살자의 도시,8.26
944,2018-07-21,스카이스크래퍼,8.21
945,2018-07-21,판의 미로 - 오필리아와 세 개의 열쇠,8.21
946,2018-07-21,마녀,8.2
947,2018-07-21,쥬라기 월드: 폴른 킹덤,8.17
948,2018-07-21,제로 다크 서티,8.16
949,2018-07-21,나의 산티아고,8.13
950,2018-07-21,변산,7.96
951,2018-07-21,파리로 가는 길,7.9
952,2018-07-21,오션스8,7.83
953,2018-07-21,세 번째 살인,7.79
954,2018-07-21,독전,7.65
955,2018-07-21,호텔 아르테미스,7.25
956,2018-07-21,"안녕, 나의 소녀",6.7
957,2018-07-21,버닝,6.65
958,2018-07-21,나라타주,6.48
959,2018-07-21,경성학교: 사라진 소녀들,6.12
960,2018-07-21,속닥속닥,5.77
961,2018-07-22,아일라,9.56
962,2018-07-22,당갈,9.55
963,2018-07-22,허스토리,9.46
964,2018-07-22,레옹,9.37
965,2018-07-22,인크레더블 2,9.24
966,2018-07-22,벤허,9.22
967,2018-07-22,사랑과 영혼,9.17
968,2018-07-22,어벤져스: 인피니티 워,8.97
969,2018-07-22,미드나잇 선,8.9
970,2018-07-22,소공녀,8.88
971,2018-07-22,마당을 나온 암탉,8.88
972,2018-07-22,아이 필 프리티,8.85
973,2018-07-22,아무도 모른다,8.83
974,2018-07-22,그렇게 아버지가 된다,8.83
975,2018-07-22,바닷마을 다이어리,8.74
976,2018-07-22,리틀 포레스트,8.74
977,2018-07-22,"부르고뉴, 와인에서 찾은 인생",8.72
978,2018-07-22,블레이드 2,8.68
979,2018-07-22,앤트맨과 와스프,8.68
980,2018-07-22,개들의 섬,8.66
981,2018-07-22,걸어도 걸어도,8.65
982,2018-07-22,태풍이 지나가고,8.6
983,2018-07-22,족구왕,8.55
984,2018-07-22,시카리오: 데이 오브 솔다도,8.54
985,2018-07-22,탐정: 리턴즈,8.53
986,2018-07-22,"오늘 밤, 로맨스 극장에서",8.5
987,2018-07-22,여고괴담 두번째 이야기,8.3
988,2018-07-22,시카리오: 암살자의 도시,8.26
989,2018-07-22,마녀,8.21
990,2018-07-22,판의 미로 - 오필리아와 세 개의 열쇠,8.21
991,2018-07-22,스카이스크래퍼,8.21
992,2018-07-22,쥬라기 월드: 폴른 킹덤,8.17
993,2018-07-22,제로 다크 서티,8.16
994,2018-07-22,나의 산티아고,8.13
995,2018-07-22,변산,7.97
996,2018-07-22,파리로 가는 길,7.9
997,2018-07-22,오션스8,7.83
998,2018-07-22,세 번째 살인,7.78
999,2018-07-22,독전,7.64
1000,2018-07-22,호텔 아르테미스,7.22
1001,2018-07-22,"안녕, 나의 소녀",6.7
1002,2018-07-22,버닝,6.65
1003,2018-07-22,나라타주,6.48
1004,2018-07-22,경성학교: 사라진 소녀들,6.12
1005,2018-07-22,속닥속닥,5.74
1006,2018-07-23,아일라,9.56
1007,2018-07-23,당갈,9.55
1008,2018-07-23,허스토리,9.46
1009,2018-07-23,레옹,9.37
1010,2018-07-23,인크레더블 2,9.25
1011,2018-07-23,벤허,9.22
1012,2018-07-23,사랑과 영혼,9.17
1013,2018-07-23,레이,9.03
1014,2018-07-23,어벤져스: 인피니티 워,8.97
1015,2018-07-23,미드나잇 선,8.9
1016,2018-07-23,소공녀,8.88
1017,2018-07-23,마당을 나온 암탉,8.88
1018,2018-07-23,아이 필 프리티,8.84
1019,2018-07-23,그렇게 아버지가 된다,8.83
1020,2018-07-23,아무도 모른다,8.83
1021,2018-07-23,리틀 포레스트,8.74
1022,2018-07-23,바닷마을 다이어리,8.74
1023,2018-07-23,"부르고뉴, 와인에서 찾은 인생",8.72
1024,2018-07-23,블레이드 2,8.68
1025,2018-07-23,앤트맨과 와스프,8.68
1026,2018-07-23,걸어도 걸어도,8.65
1027,2018-07-23,개들의 섬,8.65
1028,2018-07-23,진짜로 일어날지도 몰라 기적,8.64
1029,2018-07-23,태풍이 지나가고,8.6
1030,2018-07-23,족구왕,8.55
1031,2018-07-23,시카리오: 데이 오브 솔다도,8.53
1032,2018-07-23,탐정: 리턴즈,8.52
1033,2018-07-23,"오늘 밤, 로맨스 극장에서",8.52
1034,2018-07-23,여고괴담 두번째 이야기,8.3
1035,2018-07-23,시카리오: 암살자의 도시,8.26
1036,2018-07-23,판의 미로 - 오필리아와 세 개의 열쇠,8.21
1037,2018-07-23,마녀,8.2
1038,2018-07-23,스카이스크래퍼,8.2
1039,2018-07-23,쥬라기 월드: 폴른 킹덤,8.17
1040,2018-07-23,제로 다크 서티,8.16
1041,2018-07-23,나의 산티아고,8.13
1042,2018-07-23,환상의 빛,8.01
1043,2018-07-23,변산,7.98
1044,2018-07-23,파리로 가는 길,7.91
1045,2018-07-23,오션스8,7.83
1046,2018-07-23,세 번째 살인,7.78
1047,2018-07-23,독전,7.64
1048,2018-07-23,호텔 아르테미스,7.18
1049,2018-07-23,"안녕, 나의 소녀",6.7
1050,2018-07-23,버닝,6.65
1051,2018-07-23,나라타주,6.48
1052,2018-07-23,경성학교: 사라진 소녀들,6.12
1053,2018-07-23,속닥속닥,5.65
1054,2018-07-24,아일라,9.56
1055,2018-07-24,당갈,9.55
1056,2018-07-24,허스토리,9.44
1057,2018-07-24,레옹,9.37
1058,2018-07-24,인크레더블 2,9.25
1059,2018-07-24,벤허,9.22
1060,2018-07-24,사랑과 영혼,9.17
1061,2018-07-24,레이,9.03
1062,2018-07-24,어벤져스: 인피니티 워,8.97
1063,2018-07-24,미드나잇 선,8.9
1064,2018-07-24,소공녀,8.88
1065,2018-07-24,마당을 나온 암탉,8.88
1066,2018-07-24,아이 필 프리티,8.83
1067,2018-07-24,그렇게 아버지가 된다,8.83
1068,2018-07-24,아무도 모른다,8.83
1069,2018-07-24,리틀 포레스트,8.74
1070,2018-07-24,바닷마을 다이어리,8.74
1071,2018-07-24,"부르고뉴, 와인에서 찾은 인생",8.72
1072,2018-07-24,블레이드 2,8.68
1073,2018-07-24,앤트맨과 와스프,8.68
1074,2018-07-24,걸어도 걸어도,8.65
1075,2018-07-24,개들의 섬,8.64
1076,2018-07-24,진짜로 일어날지도 몰라 기적,8.64
1077,2018-07-24,태풍이 지나가고,8.6
1078,2018-07-24,족구왕,8.55
1079,2018-07-24,시카리오: 데이 오브 솔다도,8.53
1080,2018-07-24,탐정: 리턴즈,8.52
1081,2018-07-24,"오늘 밤, 로맨스 극장에서",8.51
1082,2018-07-24,이별의 아침에 약속의 꽃을 장식하자,8.43
1083,2018-07-24,여고괴담 두번째 이야기,8.3
1084,2018-07-24,시카리오: 암살자의 도시,8.26
1085,2018-07-24,판의 미로 - 오필리아와 세 개의 열쇠,8.21
1086,2018-07-24,마녀,8.2
1087,2018-07-24,스카이스크래퍼,8.2
1088,2018-07-24,쥬라기 월드: 폴른 킹덤,8.17
1089,2018-07-24,제로 다크 서티,8.16
1090,2018-07-24,나의 산티아고,8.13
1091,2018-07-24,환상의 빛,8.01
1092,2018-07-24,변산,7.99
1093,2018-07-24,오션스8,7.83
1094,2018-07-24,세 번째 살인,7.78
1095,2018-07-24,독전,7.63
1096,2018-07-24,호텔 아르테미스,7.07
1097,2018-07-24,"안녕, 나의 소녀",6.67
1098,2018-07-24,버닝,6.64
1099,2018-07-24,나라타주,6.48
1100,2018-07-24,경성학교: 사라진 소녀들,6.12
1101,2018-07-24,속닥속닥,5.52
1102,2018-07-25,당갈,9.55
1103,2018-07-25,아일라,9.55
1104,2018-07-25,허스토리,9.43
1105,2018-07-25,레옹,9.37
1106,2018-07-25,인크레더블 2,9.26
1107,2018-07-25,미션 임파서블: 폴아웃,9.22
1108,2018-07-25,벤허,9.22
1109,2018-07-25,사랑과 영혼,9.17
1110,2018-07-25,레이,9.03
1111,2018-07-25,어벤져스: 인피니티 워,8.97
1112,2018-07-25,미드나잇 선,8.88
1113,2018-07-25,소공녀,8.88
1114,2018-07-25,그렇게 아버지가 된다,8.83
1115,2018-07-25,아무도 모른다,8.83
1116,2018-07-25,아이 필 프리티,8.83
1117,2018-07-25,리틀 포레스트,8.74
1118,2018-07-25,바닷마을 다이어리,8.74
1119,2018-07-25,"부르고뉴, 와인에서 찾은 인생",8.72
1120,2018-07-25,블레이드 2,8.68
1121,2018-07-25,앤트맨과 와스프,8.68
1122,2018-07-25,걸어도 걸어도,8.65
1123,2018-07-25,진짜로 일어날지도 몰라 기적,8.64
1124,2018-07-25,개들의 섬,8.63
1125,2018-07-25,태풍이 지나가고,8.6
1126,2018-07-25,족구왕,8.55
1127,2018-07-25,시카리오: 데이 오브 솔다도,8.53
1128,2018-07-25,탐정: 리턴즈,8.51
1129,2018-07-25,"오늘 밤, 로맨스 극장에서",8.5
